"Pos","Player","Tm","Opp","FD Sal $","Projected Own%","Cash Odds","GPP Odds","Implied Own%","FD LEV"
"WR","DeVante Parker","MIA","NYJ","6400","12.5%","50%","11%","9%","0.75"
"WR","Marquise Brown","BAL","@PHI","6300","12.5%","51%","11%","10%","0.76"
"WR","Julian Edelman","NE","DEN","6200","3.0%","43%","7%","6%","2.08"
"TE","Robert Tonyan","GB","@TB","6200","7.5%","33%","7%","5%","0.66"
"WR","Tyler Boyd","CIN","@IND","6100","3.0%","44%","7%","6%","2.08"
"WR","Darius Slayton","NYG","WAS","6000","7.5%","51%","12%","10%","1.29"
"TE","Zach Ertz","PHI","BAL","6000","7.5%","38%","8%","6%","0.78"
"RB","Mark Ingram","BAL","@PHI","6000","3.0%","29%","2%","2%","0.77"
"WR","Justin Jefferson","MIN","ATL","5900","17.5%","52%","12%","10%","0.57"
"RB","David Montgomery","CHI","@CAR","5900","22.5%","56%","11%","11%","0.49"
"TE","Noah Fant","DEN","@NE","5800","0.5%","31%","5%","4%","7.56"
"RB","Antonio Gibson","WAS","@NYG","5800","3.0%","51%","8%","8%","2.75"
"WR","T.Y. Hilton","IND","CIN","5800","3.0%","39%","6%","5%","1.70"
"WR","Marvin Jones","DET","@JAX","5800","3.0%","33%","4%","3%","1.10"
"RB","Ronald Jones","TB","GB","5800","7.5%","47%","7%","7%","0.91"
"TE","Jonnu Smith","TEN","HOU","5800","17.5%","59%","22%","16%","0.90"
"WR","Laviska Shenault","JAX","DET","5800","7.5%","43%","8%","7%","0.88"
"WR","Jerry Jeudy","DEN","@NE","5700","3.0%","35%","5%","4%","1.26"
"TE","T.J. Hockenson","DET","@JAX","5700","12.5%","49%","14%","10%","0.80"
"RB","Myles Gaskin","MIA","NYJ","5700","12.5%","50%","8%","8%","0.64"
"WR","Brandin Cooks","HOU","@TEN","5700","7.5%","39%","6%","5%","0.62"
"WR","Keelan Cole","JAX","DET","5600","0.5%","32%","4%","3%","6.74"
"RB","Damien Harris","NE","DEN","5600","0.5%","28%","2%","2%","3.70"
"WR","Jarvis Landry","CLE","@PIT","5600","3.0%","46%","9%","7%","2.40"
"RB","Rex Burkhead","NE","DEN","5600","0.5%","22%","1%","1%","2.38"
"RB","Devonta Freeman","NYG","WAS","5600","3.0%","47%","6%","6%","2.04"
"TE","Evan Engram","NYG","WAS","5600","3.0%","36%","7%","5%","1.68"
"WR","Marquez Valdes-Scantling","GB","@TB","5600","3.0%","34%","4%","4%","1.21"
"TE","Mike Gesicki","MIA","NYJ","5600","12.5%","36%","7%","5%","0.41"
"WR","Tee Higgins","CIN","@IND","5500","3.0%","40%","7%","6%","1.89"
"WR","Chase Claypool","PIT","CLE","5500","7.5%","53%","14%","11%","1.52"
"WR","Russell Gage","ATL","@MIN","5500","3.0%","31%","3%","3%","0.97"
"RB","Adrian Peterson","DET","@JAX","5500","3.0%","29%","2%","2%","0.59"
"RB","Leonard Fournette","TB","GB","5500","3.0%","24%","1%","1%","0.46"
"WR","Golden Tate","NYG","WAS","5400","0.5%","33%","4%","3%","6.89"
"RB","D'Andre Swift","DET","@JAX","5400","3.0%","39%","4%","4%","1.46"
"TE","Hayden Hurst","ATL","@MIN","5400","3.0%","34%","6%","4%","1.43"
"TE","Jimmy Graham","CHI","@CAR","5400","3.0%","32%","6%","4%","1.32"
"WR","Preston Williams","MIA","NYJ","5400","3.0%","34%","5%","4%","1.31"
"WR","Tim Patrick","DEN","@NE","5400","3.0%","35%","5%","4%","1.30"
"WR","N'Keal Harry","NE","DEN","5400","3.0%","32%","4%","3%","1.01"
"WR","Greg Ward","PHI","BAL","5300","0.5%","29%","3%","2%","4.64"
"TE","Mo Alie-Cox","IND","CIN","5300","0.5%","20%","2%","1%","2.73"
"WR","Travis Fulgham","PHI","BAL","5300","3.0%","37%","5%","4%","1.34"
"WR","A.J. Green","CIN","@IND","5200","0.5%","34%","4%","3%","6.81"
"RB","James White","NE","DEN","5200","0.5%","34%","2%","3%","5.09"
"WR","Anthony Miller","CHI","@CAR","5200","0.5%","22%","1%","1%","2.34"
"TE","Austin Hooper","CLE","@PIT","5200","3.0%","35%","6%","4%","1.43"
"RB","Jamaal Williams","GB","@TB","5200","0.5%","18%","0%","1%","1.04"
"TE","Eric Ebron","PIT","CLE","5200","7.5%","40%","8%","6%","0.78"
"WR","Scott Miller","TB","GB","5200","0.5%","13%","0%","0%","0.60"
"WR","Chris Conley","JAX","DET","5200","0.5%","11%","0%","0%","0.39"
"WR","Damiere Byrd","NE","DEN","5100","0.5%","31%","3%","3%","5.81"
"WR","Zach Pascal","IND","CIN","5100","0.5%","31%","3%","3%","5.66"
"WR","Randall Cobb","HOU","@TEN","5100","0.5%","32%","3%","3%","5.42"
"RB","J.K. Dobbins","BAL","@PHI","5100","0.5%","28%","2%","2%","3.54"
"TE","Darren Fells","HOU","@TEN","5100","0.5%","17%","1%","1%","1.91"
"WR","Curtis Samuel","CAR","CHI","5100","3.0%","35%","5%","4%","1.28"
"RB","Phillip Lindsay","DEN","@NE","5100","0.5%","16%","0%","0%","0.71"
"RB","D'Ernest Johnson","CLE","@PIT","5100","0.5%","15%","0%","0%","0.58"
"RB","Mike Boone","MIN","ATL","5100","0.5%","10%","0%","0%","0.18"
"TE","Rob Gronkowski","TB","GB","5000","0.5%","30%","4%","3%","5.72"
"RB","Frank Gore","NYJ","@MIA","5000","0.5%","31%","2%","2%","4.05"
"RB","Nyheim Hines","IND","CIN","5000","0.5%","31%","2%","2%","3.93"
"WR","Darnell Mooney","CHI","@CAR","5000","0.5%","20%","1%","1%","1.71"
"DEF","Indianapolis Colts","IND","CIN","5000","12.5%","39%","3%","18%","1.44"
"WR","Kalif Raymond","TEN","HOU","5000","3.0%","37%","5%","4%","1.35"
"RB","J.D. McKissic","WAS","@NYG","5000","0.5%","20%","1%","1%","1.20"
"RB","Kerryon Johnson","DET","@JAX","5000","0.5%","16%","0%","0%","0.66"
"TE","David Njoku","CLE","@PIT","5000","0.5%","9%","0%","0%","0.43"
"WR","Tyler Johnson","TB","GB","5000","0.5%","8%","0%","0%","0.12"
"WR","Breshad Perriman","NYJ","@MIA","5000","3.0%","11%","0%","0%","0.06"
"RB","Darrynton Evans","TEN","HOU","5000","0.5%","6%","0%","0%","0.04"
"WR","Jeff Smith","NYJ","@MIA","4900","0.5%","33%","4%","3%","6.24"
"WR","Isaiah Ford","MIA","NYJ","4900","0.5%","32%","3%","3%","5.49"
"WR","Dontrelle Inman","WAS","@NYG","4900","0.5%","26%","2%","2%","3.48"
"RB","Matt Breida","MIA","NYJ","4900","0.5%","23%","1%","1%","1.95"
"TE","Jordan Akins","HOU","@TEN","4900","3.0%","39%","7%","5%","1.67"
"WR","Olamide Zaccheaus","ATL","@MIN","4900","3.0%","34%","4%","3%","1.12"
"DEF","Baltimore Ravens","BAL","@PHI","4900","17.5%","40%","4%","18%","1.04"
"WR","Danny Amendola","DET","@JAX","4900","3.0%","30%","3%","2%","0.74"
"TE","Jack Doyle","IND","CIN","4900","0.5%","12%","1%","0%","0.72"
"WR","John Hightower","PHI","BAL","4900","0.5%","12%","0%","0%","0.35"
"WR","Braxton Berrios","NYJ","@MIA","4900","0.5%","9%","0%","0%","0.17"
"RB","Ke'Shawn Vaughn","TB","GB","4900","0.5%","4%","0%","0%","0.01"
"RB","Royce Freeman","DEN","@NE","4900","0.5%","3%","0%","0%","0.01"
"TE","Logan Thomas","WAS","@NYG","4800","0.5%","29%","4%","3%","5.36"
"WR","James Washington","PIT","CLE","4800","0.5%","30%","3%","2%","4.51"
"TE","Cameron Brate","TB","GB","4800","0.5%","26%","3%","2%","4.26"
"DEF","New England Patriots","NE","DEN","4800","12.5%","46%","6%","30%","2.39"
"WR","Willie Snead","BAL","@PHI","4800","0.5%","19%","1%","1%","1.27"
"WR","Christian Blake","ATL","@MIN","4800","0.5%","16%","0%","0%","0.78"
"RB","Wayne Gallman","NYG","WAS","4800","0.5%","17%","0%","0%","0.77"
"WR","Devin Duvernay","BAL","@PHI","4800","0.5%","15%","0%","0%","0.70"
"WR","Kenny Stills","HOU","@TEN","4800","0.5%","7%","0%","0%","0.08"
"RB","Dion Lewis","NYG","WAS","4800","0.5%","6%","0%","0%","0.03"
"WR","J.J. Arcega-Whiteside","PHI","BAL","4800","0.5%","5%","0%","0%","0.02"
"TE","Drew Sample","CIN","@IND","4700","0.5%","29%","4%","3%","5.05"
"TE","Chris Herndon","NYJ","@MIA","4700","0.5%","27%","3%","2%","4.28"
"TE","Trey Burton","IND","CIN","4700","0.5%","25%","2%","2%","3.35"
"WR","Cordarrelle Patterson","CHI","@CAR","4700","0.5%","19%","1%","1%","1.00"
"WR","DaeSean Hamilton","DEN","@NE","4700","0.5%","11%","0%","0%","0.26"
"WR","Jakeem Grant","MIA","NYJ","4700","0.5%","7%","0%","0%","0.07"
"RB","Tyler Ervin","GB","@TB","4700","0.5%","7%","0%","0%","0.04"
"WR","Auden Tate","CIN","@IND","4700","0.5%","4%","0%","0%","0.02"
"RB","Anthony McFarland","PIT","CLE","4700","0.5%","5%","0%","0%","0.02"
"WR","Mike Thomas","CIN","@IND","4700","0.5%","3%","0%","0%","0.01"
"RB","Dontrell Hilliard","CLE","@PIT","4700","0.5%","3%","0%","0%","0.00"
"WR","Quintez Cephus","DET","@JAX","4700","0.5%","2%","0%","0%","0.00"
"TE","Ian Thomas","CAR","CHI","4600","0.5%","23%","2%","1%","3.00"
"RB","La'Mical Perine","NYJ","@MIA","4600","0.5%","22%","1%","1%","1.48"
"TE","Jesse James","DET","@JAX","4600","0.5%","17%","1%","1%","1.40"
"RB","Brian Hill","ATL","@MIN","4600","0.5%","22%","1%","1%","1.35"
"DEF","Washington Football Team","WAS","@NYG","4600","3.0%","30%","1%","3%","0.92"
"WR","Miles Boykin","BAL","@PHI","4600","0.5%","17%","1%","0%","0.92"
"RB","Gus Edwards","BAL","@PHI","4600","0.5%","13%","0%","0%","0.31"
"RB","Boston Scott","PHI","BAL","4600","0.5%","13%","0%","0%","0.29"
"RB","Chris Thompson","JAX","DET","4600","0.5%","13%","0%","0%","0.28"
"RB","Duke Johnson","HOU","@TEN","4600","0.5%","11%","0%","0%","0.20"
"RB","Jordan Wilkins","IND","CIN","4600","0.5%","10%","0%","0%","0.14"
"RB","Benny Snell Jr.","PIT","CLE","4600","0.5%","7%","0%","0%","0.05"
"WR","Antonio Gandy-Golden","WAS","@NYG","4600","0.5%","6%","0%","0%","0.04"
"RB","Ito Smith","ATL","@MIN","4600","0.5%","7%","0%","0%","0.04"
"WR","C.J. Board","NYG","WAS","4600","0.5%","5%","0%","0%","0.04"
"RB","Giovani Bernard","CIN","@IND","4600","0.5%","5%","0%","0%","0.02"
"WR","Brandon Powell","ATL","@MIN","4600","0.5%","4%","0%","0%","0.01"
"WR","Javon Wims","CHI","@CAR","4600","0.5%","3%","0%","0%","0.00"
"WR","Alex Erickson","CIN","@IND","4600","0.5%","2%","0%","0%","0.00"
"TE","Tyler Eifert","JAX","DET","4500","0.5%","29%","3%","2%","4.76"
"TE","Kyle Rudolph","MIN","ATL","4500","0.5%","28%","3%","2%","4.44"
"WR","Isaiah Wright","WAS","@NYG","4500","0.5%","19%","1%","1%","1.34"
"WR","Rashard Higgins","CLE","@PIT","4500","0.5%","15%","0%","0%","0.58"
"DEF","Pittsburgh Steelers","PIT","CLE","4500","12.5%","34%","1%","4%","0.32"
"WR","Darrius Shepherd","GB","@TB","4500","0.5%","10%","0%","0%","0.19"
"WR","Malik Taylor","GB","@TB","4500","0.5%","8%","0%","0%","0.09"
"WR","Olabisi Johnson","MIN","ATL","4500","0.5%","6%","0%","0%","0.05"
"WR","Diontae Spencer","DEN","@NE","4500","0.5%","6%","0%","0%","0.04"
"WR","Chad Beebe","MIN","ATL","4500","0.5%","4%","0%","0%","0.02"
"RB","Jeremy McNichols","TEN","HOU","4500","0.5%","5%","0%","0%","0.02"
"RB","Peyton Barber","WAS","@NYG","4500","0.5%","5%","0%","0%","0.01"
"WR","Tyrie Cleveland","DEN","@NE","4500","0.5%","4%","0%","0%","0.01"
"WR","Ashton Dulin","IND","CIN","4500","0.5%","3%","0%","0%","0.01"
"RB","Trenton Cannon","CAR","CHI","4500","0.5%","4%","0%","0%","0.01"
"WR","Ted Ginn","CHI","@CAR","4500","0.5%","3%","0%","0%","0.01"
"RB","A.J. Dillon","GB","@TB","4500","0.5%","3%","0%","0%","0.00"
"RB","Ty Johnson","NYJ","@MIA","4500","0.5%","3%","0%","0%","0.00"
"RB","Jakob Johnson","NE","DEN","4500","0.5%","3%","0%","0%","0.00"
"RB","Ryan Nall","CHI","@CAR","4500","0.5%","3%","0%","0%","0.00"
"WR","Seth Roberts","CAR","CHI","4500","0.5%","2%","0%","0%","0.00"
"RB","Patrick Ricard","BAL","@PHI","4500","0.5%","3%","0%","0%","0.00"
"RB","Ameer Abdullah","MIN","ATL","4500","0.5%","2%","0%","0%","0.00"
"RB","Jaylen Samuels","PIT","CLE","4500","0.5%","2%","0%","0%","0.00"
"RB","Andy Janovich","CLE","@PIT","4500","0.5%","2%","0%","0%","0.00"
"RB","C.J. Ham","MIN","ATL","4500","0.5%","2%","0%","0%","0.00"
"TE","Anthony Firkser","TEN","HOU","4400","0.5%","26%","3%","2%","3.63"
"TE","Richard Rodgers","PHI","BAL","4400","0.5%","17%","1%","1%","1.21"
"DEF","Miami Dolphins","MIA","NYJ","4400","12.5%","44%","3%","13%","1.08"
"TE","Jake Butt","DEN","@NE","4400","0.5%","6%","0%","0%","0.11"
"TE","Irv Smith Jr.","MIN","ATL","4300","7.5%","38%","6%","4%","0.57"
"DEF","Cleveland Browns","CLE","@PIT","4300","0.5%","24%","0%","0%","0.56"
"TE","Jace Sternberger","GB","@TB","4300","0.5%","10%","0%","0%","0.36"
"TE","Vance McDonald","PIT","CLE","4200","0.5%","15%","1%","0%","0.83"
"DEF","Green Bay Packers","GB","@TB","4200","3.0%","31%","0%","1%","0.35"
"TE","Harrison Bryant","CLE","@PIT","4200","0.5%","10%","0%","0%","0.27"
"TE","Adam Shaheen","MIA","NYJ","4200","0.5%","7%","0%","0%","0.15"
"TE","Demetrius Harris","CHI","@CAR","4200","0.5%","6%","0%","0%","0.10"
"TE","Ryan Griffin","NYJ","@MIA","4100","0.5%","19%","1%","1%","1.40"
"TE","Nick Boyle","BAL","@PHI","4100","0.5%","18%","1%","1%","1.21"
"TE","Trevon Wesco","NYJ","@MIA","4100","0.5%","16%","1%","0%","0.98"
"TE","Kaden Smith","NYG","WAS","4100","0.5%","14%","0%","0%","0.63"
"TE","Ryan Izzo","NE","DEN","4100","0.5%","8%","0%","0%","0.16"
"TE","Chris Manhertz","CAR","CHI","4100","0.5%","7%","0%","0%","0.11"
"DEF","Chicago Bears","CHI","@CAR","4100","3.0%","27%","0%","0%","0.09"
"TE","James O'Shaughnessy","JAX","DET","4000","0.5%","18%","1%","1%","1.15"
"TE","MyCole Pruitt","TEN","HOU","4000","0.5%","17%","1%","1%","1.03"
"DEF","Tennessee Titans","TEN","HOU","4000","7.5%","44%","1%","5%","0.71"
"TE","Tyler Conklin","MIN","ATL","4000","0.5%","13%","0%","0%","0.49"
"TE","Cethan Carter","CIN","@IND","4000","0.5%","8%","0%","0%","0.15"
"TE","Luke Stocker","ATL","@MIN","4000","0.5%","7%","0%","0%","0.12"
"TE","Devin Asiasi","NE","DEN","4000","0.5%","7%","0%","0%","0.10"
"TE","Nick Vannett","DEN","@NE","4000","0.5%","6%","0%","0%","0.09"
"DEF","Tampa Bay Buccaneers","TB","GB","4000","0.5%","19%","0%","0%","0.03"
"DEF","New York Giants","NYG","WAS","3900","3.0%","46%","1%","7%","2.29"
"DEF","Denver Broncos","DEN","@NE","3900","0.5%","24%","0%","0%","0.12"
"DEF","Minnesota Vikings","MIN","ATL","3800","3.0%","41%","0%","2%","0.78"
"DEF","Houston Texans","HOU","@TEN","3800","0.5%","30%","0%","0%","0.35"
"DEF","Carolina Panthers","CAR","CHI","3700","3.0%","44%","1%","3%","0.93"
"DEF","Jacksonville Jaguars","JAX","DET","3600","0.5%","35%","0%","0%","0.57"
"DEF","Philadelphia Eagles","PHI","BAL","3600","0.5%","30%","0%","0%","0.13"
"DEF","New York Jets","NYJ","@MIA","3500","0.5%","38%","0%","0%","0.86"
"DEF","Detroit Lions","DET","@JAX","3400","7.5%","49%","0%","2%","0.32"
"DEF","Cincinnati Bengals","CIN","@IND","3300","3.0%","41%","0%","0%","0.11"
"DEF","Atlanta Falcons","ATL","@MIN","3200","3.0%","48%","0%","1%","0.33"
